,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
323,9916,USER najis mahal mahal amat sih',0,1,0,0,0,0,0,0,0
324,8101,USER USER Cocot lu kintil',1,1,1,0,0,0,0,0,1
325,1498,RT USER USER USER cr bini dulu baru nyapres masak g punya ibu negara,1,0,1,0,0,0,0,0,1
326,8552,Saya percaya kpk. Saya ga percaya sby dan demokrat. Demokrat katakan tidak pada(hal) korupsi. URL,1,0,0,1,0,0,0,0,1
327,7904,"Allah SWT memang bukan Tuhan, berwasiat bukti dungu & biadab",1,1,0,1,1,0,0,0,0
328,673,Beda kristen dg agama lain>siapa yg percaya YESUS sbg Juruslamat& Tuhan! Mk menerima ROH KUDUS-sbg Penolong& Penghibur! *bkn dg kekuatan qt*,0,0,0,0,0,0,0,0,0
329,210,"USER Tau dong, bau baunya udh keciri ini sipit buluq'",1,1,1,0,0,1,0,0,0
330,5894,"USER Menurutku sih most probably karena doktrin2 dari dulu yg katanya etnis Tionghoa begini lah begitu lah. Sehingga lgsg disamaratakan, tanpa mempertanyakan validitas cerita2 tsb pula.\n\nBiasanya ceritanya cuma dari 1 sudut pandang hhhh.'",0,0,0,0,0,0,0,0,0
331,7136,Sebuah pencitraan yang luwar biasa ya Pak USER URL,1,0,1,0,0,0,0,0,1
332,7261,USER USER Cebong emang goblok semua IQ rendah\xf0\x9f\x91\x8e',1,1,0,1,0,0,0,0,1
333,9509,"Penggunaan make up/skincare yang mengandung merkuri walau dipake sedikit seperti lipstik di bibir, tapi ternyata dapat meresap melalui pori-pori \xf0\x9f\x98\xb1\r Pada wanita hamil, merkuri yang terserap bisa mengakibatkan pertumbuhan janin terhambat, c",0,0,0,0,0,0,0,0,0
334,8785,"Maaf bapak dewan yg terhormat, apakah anda sadar selama ini anda suka menyerang pribadi presiden USER; ; Sumpah saya jadi tepuk jidat, terbuat dari apa ya hatinya; ;",1,0,1,0,0,0,0,0,1
335,12203,"USER Ini yg diutarain sm Quraish di dakwahnya. Thats why sekarang ane ogah banget ngenal ustadz2 baru dakwah dan hanya dengerin yg pilihan gw aja. Lah mau dakwah aja masa pada ga paham konsep hermeneutika, gw jadi salut sama ajaran Katolik yg jag",0,0,0,0,0,0,0,0,0
336,2070,Perampok goblok. URL,1,1,0,1,0,0,0,0,1
337,11931,"Pendukung USER spt ARB, SDA adl org2 BEJAD tabiatnya kasar termasuk org ini &gt;&gt; USER smoga dilaknat oleh ALLAH'",1,1,0,1,0,0,0,0,1
338,905,"USER USER yo jual seh koh, matamu ii picek ta ga isa liak tas njlentrek sak taek ndayak ndek tokoku.\ntas kulit lumpia sek kosong, ga pengen tas kulit kadal koh? cocok sama ilatmu.'",1,1,1,0,0,0,1,0,0
339,75,USER USER Kita semua tidak pernah akan mempercayai yg negara Kita disuatu hari nanti akan dijajah oleh kerana terdapat kes2pembubaran sistem2 beraja dinegara Kita kini untuk menjadikan sebagai negara republik komunis padahal negara2 penjaja,0,0,0,0,0,0,0,0,0
340,12106,Ternyata tidak sedikit yang 'gagal paham' tentang Peraturan Presiden No 20 Tahun 2018 tentang Tenaga Kerja Asing (TKA). Perpres tersebut sebenarnya untuk mempermudah administrasi TKA level manajer ke atas yang selama...,0,0,0,0,0,0,0,0,0
341,2248,USER USER Cebong mah di otakny ngeres mulu. Hny seputaran coli',1,1,0,1,0,0,0,0,1
342,2360,USER Onta ya beginilah.. kaga punya otak kaga bisa mikir..picik..',1,1,1,0,0,0,0,0,1
343,12764,Setya novanto pengen mati. Ehh yaudah sihh mati aja sono,1,0,1,0,0,0,0,0,1
344,3030,"USER USER Harusnya kita makin senang dia koar2 gak jelas kayak gitu. Biar rakyat kita semakin tau, cocot setan yang lagi kebingungan hadapi #2019T3tapJokowi'",1,1,1,0,0,0,0,0,1
345,10663,"\xe2\x80\x9cYang kedua saya lihat juga bagus jambanisasi tadi, membikin jamban-jamban keluarga kurang lebih 2 juta per jamban tadi baru dikerjakan di 30 KK, 30 jamban. Ini juga membangun sebuah sanitasi yang baik bagi keluarga, kesehatan lingkungan di ka",0,0,0,0,0,0,0,0,0
346,7230,"USER Setau saya sama mba, mereka kristen klo ga salah..'",0,0,0,0,0,0,0,0,0
347,2241,"3. Dilihat dari jadwalmu padat sekali ya, bagaimana caramu mengatur waktu? USER #KUchat",0,0,0,0,0,0,0,0,0
348,12868,Terus Ganyang PKi URL,1,0,0,1,0,1,0,0,0
349,8331,Wasiat ini telah di amanahkan oleh anak anak nabi Ibrahim AS dan di turunkan pula wasiat ini hinggakan tercatit dalam kitab kitab yahudi. Sejarah telah berlalu zaman berzaman. Kisah ini juga telah di ceritakan oleh Rasulullah SAW kepada para sahabat.',0,0,0,0,0,0,0,0,0
350,10613,RT USER: Jilat kontol sampe tegang baru masukin memek',0,1,0,0,0,0,0,0,0
351,1174,Isu pki terus di hembuskan grup grup pendukung prabowo,1,0,0,1,0,1,0,0,0
352,1286,RT USER presiden buta tuli makanya memimpin dg tubruk-tabrak dan budek denger rakyat teriak lengserkan jokowi,1,1,1,0,0,0,1,0,0
353,11647,USER USER Kebaca mau nete',0,1,0,0,0,0,0,0,0
354,8049,RT USER Ternyata indonesia sdah jd anggota negara persemakmuran Cina. Iya yg makmur cinanya,1,0,0,1,0,1,0,0,0
355,10919,Demo 299 adalah demo stress frustrasi dan gagal. Tadinya demo itu menjadi demo massal dengan ratusan ribu dan... URL,1,0,0,1,0,0,0,0,1
356,2315,"USER Elu,omong apa culun??'",1,1,1,0,0,0,0,0,1
357,1949,"USER aku bataknese x chinese, kristen.\ngaboleh nyalonin jadi ketua osis, hingga akhirnya adek kelas yang dijadiin calon osis. lmao?'",0,0,0,0,0,0,0,0,0
358,2747,"ya gua intinya ga nyesel dah pokoknya join di 8angsat, biar pun memb nya pada bego semua kadang wkwk.g'",0,1,0,0,0,0,0,0,0
359,976,USER ; ; -thaqeef; -jdt; -alya; -spek bulat; - tudung ala ala ustazah sekolah agama ð???,0,0,0,0,0,0,0,0,0
360,7890,"Jadi, karna aku ini biasa nonton Yamaken peranin cowo cool ala ala ikemen gitu, jadi penasaran bisa gaa yaaa doi peranin Dokter yang kena savant syndrome. Semacam autis. Iya autis tp bisa jadi dokter.'",0,0,0,0,0,0,0,0,0
361,5627,USER USER - Kalo kalian punya uang sebanyak itu Knp ga bantu pemerintah ?\n- Knp ga beli saham freeport ?\nKalianlah Yg sebenarnya antek aseng asing anti INDONESIA..',1,0,0,1,0,0,0,0,1
362,3928,"Kalau aparat itu dibayar dg uang rakyat dan kerja utk rakyat; kalau KEPARAT dibayar dg uang rakyat, kerjanya NGEBACOT provokasi rakyat.'",1,1,0,1,0,0,0,0,1
363,106,"USER rezim rusak bukan memperbaiki systeamnya malah sibuk cari2 kesalahan klu itu pasti ketemu aja, KPK alatnya, besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi, orangnya'",0,0,0,0,0,0,0,0,0
364,9136,USER iya kampungan... alay mah kalo nonton bola ke singapore sama johor malaysia URL,0,1,0,0,0,0,0,0,0
365,4261,akan dilantik sebagai Gubernur DKI Jakarta oleh Presiden RI Joko Widodo pada Kamis (15/6/2017) ini.,0,0,0,0,0,0,0,0,0
366,11770,6. Anda akn mndptkan pesan Notifikasi rahasia u/ dtukarkn dg Tiket msuk. Pnukaran hnya bs dlkukan d Stadion mlai 6 jam s/d 1 jam sblm kickoff d loket khusus TCash; ; 7. Pstikan Anda mmliki TCash u/ bs mngakses diskon2 khsus smpai 20%. TCash hnya bs dgnakan,0,0,0,0,0,0,0,0,0
367,12642,"USER Hahahaha wah, jd saksi bisu kegalauan aku dong\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 ga di block wkkww ga sejahat itu kok'",0,0,0,0,0,0,0,0,0
368,3647,"RT USER: Ahok Taik. \MENFITNAH\. Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT""""""",1,1,1,0,0,0,0,0,1
369,12385,USER Sumpah gak nyambung samsek. Asaan di PE 1 udah pernah. Ini guenya yang bego apa gimana.',0,1,0,0,0,0,0,0,0
370,12490,"USER USER masihkan akan berbaik hati dgn TKA? Istighfar paaak, sebelum rakyat tak mampu lagi bersabar! URL",1,0,1,0,0,0,0,0,1
371,10128,"USER USER USER Karna cebong bukan ahli bully, yg ahli bully itu gerombolan kampret panik yg sampai skrg blm menemukan sosok yg pas pengganti jokowi.\nItu artinya jokowi wajib 2 periode.'",1,1,0,1,0,0,0,0,1
372,10376,"Aliran sesat dipantau aliran Sangat SESAT USER Sejak 1995, Utang mengatakan MUI telah memantau 300 aliran sesat",0,0,0,0,0,0,0,0,0
373,2448,"si kunyuk makin gak jelas lama lama twitnya menggenapka generalisasi kaumnya , bacot tanpa mutu seperti yg sudah terlihat 2th terakhir disini.... sarap'",1,1,1,0,0,0,1,0,0
374,8439,"refrensi kpk,cukup dprtmbngk pilkada hrs drobah systemnya,resiko ttap ada tp cri resiko yg sminimal mngkin agar masy benar2dpt maju,sejhtera## Permintaan Tidak Diakomodir, Anggota Tim 11 Bupati Rita Minta Uang Kepada Kontraktor",0,0,0,0,0,0,0,0,0
375,9283,"USER USER USER USER USER USER USER USER USER USER USER USER USER USER JIL, JIN, Slamet Nusantara memang agenda tokoh NU struktural, sdh",0,0,0,0,0,0,0,0,0
376,6018,Ya Allah Gusti...kenapa USER pada diam selain; USER USER USER ; #2019GantiPresiden ; USER USER USER,1,0,0,1,0,0,0,0,1
377,8682,Susu kntl manis.',0,0,0,0,0,0,0,0,0
378,12415,USER USER USER cacat bgt ican goblok',1,1,1,0,0,0,1,0,0
379,12223,Nyolok headset ke hp ternyata ga kecolok dalem...\n\nKampret.\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0
380,2691,najis beut main ml kalah mulu\n\ntemen nya buta map semua\n\natas jebol malah push bawah\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8c',0,1,0,0,0,0,0,0,0
381,1730,RT USER USER Ada yg aneh dgn bpk USER klo KPK di bubarkan yg OTT maling2 rakyat Siapa???,1,0,1,0,0,0,0,0,1
382,13138,"USER Pak USER pencatut profesional selektif gunakan nama yg dicatut, Muhammad memang dungu & biadab",1,1,0,1,1,0,0,0,0
383,1880,USER Terasa org cina baca tweet aku hahaha',0,0,0,0,0,0,0,0,0
384,1194,"Gw juga ngimpi SENTILIN BIJI BABI AHOK, pcetar Pcetar, langsung kejang2 die, ngadu ke Jkw, Jkw: makanye sunat dulu, bru NGOMONG Almaidah.",1,1,1,0,0,0,0,0,1
385,6350,Saya termasuk orang yang tidak percaya sejarah yg ditulis/difilmkan ttg G30S /PKI\nSaat rame2nya saya kultwit ttg itu saya block akun2 keluarga cendana yg sebelumnya follow saya.\nDan saya tersentuh dg nasib puluhan juta keluarga yg distigma ...\nHUMANIT,0,0,0,0,0,0,0,0,0
386,1292,Timses Pasangan Calon Pilgub Jatim 2018 Apresiasi Debat Kandidat;,0,0,0,0,0,0,0,0,0
387,2550,"Ayo Muslim hantam terus LGBT, rakyat akan paham yg harus DIBUANG Islam USER Parmusi Dorong RUU Anti Paham LGBT",1,0,0,1,1,0,0,1,0
388,7841,"Ada di okoh masyarakat yg nyatakan memilih Presiden hrs beepegang pd Alquran hadials,lantas yg kriaten,dan hindu,budha apa ?'",0,0,0,0,0,0,0,0,0
389,5558,dia mengaku Presiden indonesia.. padahal pembela penjajah Cina..,1,0,1,0,0,0,0,0,1
390,7638,"[]&gt;&gt;&lt;&lt;&lt;; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",0,0,0,0,0,0,0,0,0
391,11808,"USER Idih najis baru ngeh ini kamu, liat aja ya, siap siap timbal baliknya'",1,1,1,0,0,0,0,0,1
392,6375,"tweetnya snek gua rt aja lah, cape gua ngurusin banci.'",1,1,1,0,0,0,0,1,0
393,4977,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Itu minta nete sama elu',0,1,0,0,0,0,0,0,0
394,6176,RT USER: USER pasti kamu manusia yg terbuat dari tanah dan udah kecampur tai kucing.',1,1,1,0,0,0,0,0,1
395,2522,USER Sumpaaah kaya kalo abis IAA dilanjut olim sama pagelaran budaya gak siii wkwkw,0,0,0,0,0,0,0,0,0
396,5460,USER Kampret juga mau kasar n bandit di NKRI ntr semua Orang Cina di usir rakyat Indonesia biar tau rasa,1,1,0,1,0,1,0,0,0
397,549,"USER najis lo ngedm gajelas dm gue ga dibales bodo amat , gue doain nanti pentas.lo ga menang'",1,1,1,0,0,0,0,0,1
398,5951,5. Apa saja tantangan yang pernah dihadapi? USER #KUchat,0,0,0,0,0,0,0,0,0
399,8625,"melati tak perlu berkata dirinya wangi, bunga bangkai tak akan berkata busuk baunya'",0,0,0,0,0,0,0,0,0
400,10243,USER USER USER Pakai memek hua hahaha',0,1,0,0,0,0,0,0,0
401,6321,RT USER Kebijakan om jokowi yg diktator bukan wajah lugu nya om.,1,0,1,0,0,0,1,0,0
402,5545,Allah SWT yg ngoceh tiada bagimu pelindung & penolong selain Allah tidak menolong kenapa masih di-sembah2 (29:22),1,1,0,1,1,0,0,0,0
403,10064,USER USER menteri sontoloyo!',1,1,1,0,0,0,0,0,1
404,4669,USER banyak cina yang pilih jokowi jadi aku pilih bowo aja',0,0,0,0,0,0,0,0,0
405,4469,RT USER: JEBRET!!! Letjen (Purn) Suryo Prabowo: Inisiator HOAX Bermula dari ESEMKA URL URL,1,0,1,0,0,0,0,0,1
406,2058,&lt; Udah lama cuma nyentuh 500 kata. Najis buat yang penting gabisa ngetik panjang. &gt;',0,1,0,0,0,0,0,0,0
407,8549,USER USER Tidak mencerminkan sebuah Partai bentukan anak seorang Begawan Ekonomi.,0,0,0,0,0,0,0,0,0
408,12047,"eh tp ya ngomongin pacaran beda agama. Temen gue ortunya beda agama, tapi tetep sama keyakinannya masing2..... ibunya islam ayahnya kristen. Berarti gapapa dong?'",0,0,0,0,0,0,0,0,0
409,118,"USER USER Ngakunya org pintar dan beragama, emangnya agama mana yg memperbolehkan menista dan menghujat org lain???. Jgnkan orang bodoh, org yg ( maaf) sejak lahir idiot sekalipun dia, kita hrs hargain sebagai sesama ciptaan Tuhan. Ingat : iblis itu juga pintar dan sangat licik!!!'",0,1,0,0,0,0,0,0,0
410,4630,USER USER Apa sih yg ga mau dikuasai oleh onta pengecut itu? Pasti ada aja hub nya....',1,1,1,0,0,0,0,0,1
411,3739,Gimana lae USER ? tapi ah bentar lagi aja kok kan #2019GantiPresiden,1,0,1,0,0,0,0,0,1
412,8019,USER USER Waduh. Pdhal dia bru pindah tugas dr Pontianak sini. Sering liat di Kodam. Hehehe kecil ya ? Sok jual mahal dia pdhal maho. Hahaha',0,1,0,0,0,0,0,0,0
413,2890,"USER + Rasanya ada yang tak asing.\n\nMereka bertemu pertama kali tepat satu minggu yang lalu di dalam lift. Tidak hanya itu, gadis ini adalah salah satu dari siswa berprestasi yang menerima beasiswa.\n\nKeith menunggu gadis itu mengangkat wajah u",0,0,0,0,0,0,0,0,0
414,7849,jika ada padanannya (seperti Ilyas untuk Eliyahu etc) maka apa nama nabi Hud dlm tradisi ibrani-yahudi?',0,0,0,0,0,0,0,0,0
415,2143,Strategi politik PKI untuk mendulang keuntungan dari karisma kepemimpinan Presiden Soekarno yang dilakukan dengan cara mendukung pemberedelan pers dan partai politik yang tidak sejalan dengan kebijakan pemerintahan seperti yang dilakukan Presiden atas Pa,0,0,0,0,0,0,0,0,0
416,476,USER onta tu nsd??',0,0,0,0,0,0,0,0,0
417,10310,USER Pak USER penyesatan yg dilakukan PBNU tampaknya demi kebaikan padahal menyembunyikan JAHAT Islam,1,1,0,1,1,0,0,0,0
418,10552,USER Perbandingan fotonya jangn kek gni siiichhh pak....\xf0\x9f\x98\xb1 Nyerem2in aj. #trauma pernah dikejar bencong!\xf0\x9f\x98\xa5',0,0,0,0,0,0,0,0,0
419,10522,USER USER yaelah lu lihatnya film G30S PKI trus buat rujukan \xf0\x9f\x98\x80\nlu baca buku Manai Sophiaan \njudulnya Kehormatan Bagi yg Berhak \n\nbiar lu melek politik siapa itu Suharto \nBanyakin baca bukan posting gambar kartun biar nda,0,0,0,0,0,0,0,0,0
420,4560,RT USER Pak Anies n pak Sandi..... mana kerjamu? Wkwkwk blm apa-apa udah gw tagih.... mundurlah secara terhormat.,1,0,1,0,0,0,0,0,1
421,3758,USER Banyak org kebacut gawe agamanya.. sing koyok ngene kok bu neno ga muncul sih belain yg ditipu.. kuduuu ikhlass sabarrr pasrahhh krn sing nipu sesama muslim.. bego dipelihara.. cpd',1,1,1,0,0,0,0,0,1
422,9427,USER USER USER coba tunjukan pakai diagram walrasian; bahwa sdh terjadi overheating ekonomi?,0,0,0,0,0,0,0,0,0
423,2662,"Selalu inget, km bukan siapa siapa. Bukan apa apa. Jadi gaada pentingnya juga buat kamu tau.\n\nBut, I need belong to someone. Hahaha. Agony of loneliness huh? Teori nya pak kassin lagi nih? Geblek!'",1,1,1,0,0,0,0,0,1
424,6917,USER Enak buat ngentot say',0,1,0,0,0,0,0,0,0
425,10099,"Seekor monyet yang berada di Kebun Binatang Tianjin, Cina menjadi viral karena memiliki wajah seperti manusia. Monyet berusia 18 tahun itu diketahui berjenis capuchin yang berasal dari Amerika Tengah. URL",0,0,0,0,0,0,0,0,0
426,4027,"USER USER biarin,km yg mensen sy duluan. goblog'",1,1,1,0,0,0,0,0,1
427,9713,USER USER USER Ini kitab suci agama apa koh Nali ?,0,0,0,0,0,0,0,0,0
428,8418,"USER USER USER Kan alamat kerjaku udah kukasih tadi.. datang ajah, biar kubuktikan kau itu juga LGBT aka BANCI KALENG....'",1,1,1,0,0,0,0,1,0
429,9357,"USER sangat dan sangat2 tdk ad yg membenci islam.....cm kadang perasaan yg berlebihan padahal presiden kita sangat taat agamax tp dikonotasikan lain bahkan dianggap antek aseng,komunis dll....sungguh ga nge hal2 spt ini.'",0,0,0,0,0,0,0,0,0
430,4842,"Tanda2 kiamat x yak, masih banyak aja orang muslim yg mengingkari Al-Quran dan pilih Penista Agama. #Nomor2Koruptor #Nomor2Koruptor",1,0,0,1,1,0,0,0,0
431,5616,Alquran hanya kitab sampah beraroma darah & air mani Bung Tifatul,1,1,0,1,1,0,0,1,0
432,9276,USER Lindes aja sampe mencret',0,1,0,0,0,0,0,0,0
433,9775,"USER USER memang seperti itu cara kerja komunis. di zaman Pak Harto juga seperti itu. Pura-pura jadi teman, pada saat yang diperlukan akan menyerang. Makanya harus selalu waspada, jangan mudah percaya.'",0,0,0,0,0,0,0,0,0
434,2911,"Ekonomi dipegang Gerindra? Bisa hancur negara kita. Masak sarankan cetak uang sebanyak2 utk bayar hutang, jadi gk perlu hutang lg. Malah bs ngutangi negara lain. Bisa2nya bilang biaya produksi cetak uang murah. Ekonomi comberan; ; Para kecoa yg baik, yakin",0,0,0,0,0,0,0,0,0
435,6501,"USER Ikut nambahin: asing, aseng, antek pki, yahudi, kapitalis ngerangkap komunis'",0,0,0,0,0,0,0,0,0
436,7594,USER USER USER USER Muke lo mirip kontol monyet',1,1,1,0,0,0,1,1,0
437,7759,Kok yang dukung 2 periode orangnya pada gak jelas ya...; #2019GantiPresiden ; #BalikinKeSolo ; #2019TetapJokowi yang diganti,1,0,0,1,0,0,0,0,1
438,9669,USER Vclip penuh bokong \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0
439,4030,USER Kok tambah dungu bang',1,1,1,0,0,0,0,0,1
440,9295,"Rasanya pengen pergi ke tempat antah berantah, ngilang gitu dan membaur dengan orang asing, mengasingkan diri kalo perlu'",0,0,0,0,0,0,0,0,0
441,817,USER Betul..anak anak PKI mulai muncul mengikuti jejak bapaknya.,1,0,0,1,0,1,0,0,0
442,1825,USER Ketua Komisi II Yakin Jokowi Tolak Penghapusan Pilkada Langsung Ketua Komisi II,0,0,0,0,0,0,0,0,0
443,5254,"USER ""Dia mah mukanya udah rusak, gak bisa dibenerin lagi.""\n""Yakin mau ngajak dia? Liat aja bajunya kayak gitu.""\n""Jangan sekelompok sama dia deh, keliatan bukan orang mampu.""\n\nAlah kampang.'",1,1,1,0,0,0,0,0,1
444,10024,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Mending nete ke bu joy :(',0,1,0,0,0,0,0,0,0
445,10001,USER Masyaallah wkwkwk antek anteknya pada muncul wehhh di tl ku',0,0,0,0,0,0,0,0,0
446,1015,USER jokowi yg mundur lebih pas!!!,1,0,1,0,0,0,0,0,1
447,8559,USER USER berani gaji gw berapa biar buzzer bisa anonim ga ke forensik? pinter dikit ngambil buzzer gembel warnet sama aki2 gaptek wkwk',0,1,0,0,0,0,0,0,0
448,1786,"ini semua berawal dari AHOK JAMBAN yg dibela aparat, para kristen serta china kafir yang lain semakin berani menghi URL",1,1,0,1,1,0,0,0,0
449,7749,USER USER Hah lu maho? Sudah ku duga..',0,1,0,0,0,0,0,0,0
450,12162,(33) Program8: Peningkatan program bantuan sarana dan prasarana keagamaan dan kesejahteraan guru agama formal dan non formal. #Asyikm3nang USER #Asyikm3nang,0,0,0,0,0,0,0,0,0
451,1305,"USER USER USER Min, ngerti inflasi ndak? Tak harus sarjana ekonomi untuk tahu dampak mencetak uang, nambah uang beredar. Nek ora nyanyi wae: wong yen lagi naksir.. Ra peduli ndunyo inflasi â?º",0,0,0,0,0,0,0,0,0
452,397,"cina, apa hak lu melarang?",1,0,0,1,0,1,0,0,0
453,10746,Baru nonton tros part siha dan orang2 pada takut sama bong tae gyu gara2 peran dia pas jadi psikopat \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0
454,1605,Memang kena jadi Presiden mana2 parti baru boleh jadi PM ke? Ada dalam perlembagaan ke?,0,0,0,0,0,0,0,0,0
455,7052,"ustadz ini klo udah bawa politik, terlalu nampak dungu.'",1,1,1,0,0,0,0,0,1
456,12347,"USER USER USER Dalam beberapa hal banyak silang pendapat ulama,tp yg tidak silang pendapat adalah diantaranya salat di awal waktu &amp; menikah",0,0,0,0,0,0,0,0,0
457,4236,"Makanya mereka lebih memilih jadi TKI non prosedural/ilegal, nyari peruntungan disana meski resikonya gede banget. Mereka melewati petugas Imigrasi pada saat pembuatan Paspor dgn kedok melancong/jalan-jalan. Tapi kita tahu 100% tujuan mereka yg sebenarny",0,0,0,0,0,0,0,0,0
458,10087,RT USER USER jokowi antek zionis ato komunis?? Ato paranoid Islam?? URL,1,0,1,0,1,0,0,0,0
459,3031,USER USER Naila kita jarang interaksi eh kamunya dah uv :( si mata sipit bukan sih ? Wkwk',0,0,0,0,0,0,0,0,0
460,11785,"Berkata Al Habib Abdullah Bin Mukshin Al-Attas (Keramat Bogor) :; â??Orang yang buta bukan orang yang melihat banyaknya harta, akan tetapi, yang disebut orang buta, orang yang tak mau melihat ilmu agamaâ??.",0,0,0,0,0,0,0,0,0
461,2888,USER HAHA iya :( gembrot dia kseeeel gmz',0,1,0,0,0,0,0,0,0
462,6668,"Kunjungan Anies ke Turki Tuai Pujian Ribuan Warganet, Katanya: Ini Gubernur apa Presiden? Selengkapnya :",0,0,0,0,0,0,0,0,0
463,9603,"Bengkalis Jadi Tuan Rumah PIOS, Diperkirakan 3.000 Mahasiswa Kampus Islam Riau-Kepri Ikut",0,0,0,0,0,0,0,0,0
464,5473,USER Artinya kecebobg itu antek komunis,1,1,0,1,0,1,0,0,0
465,2336,RT USER: Calon partai GUREM yang kurang GAREM URL,1,0,0,1,0,0,0,0,1
466,2238,"udik, itu gue kl abis minum soda langsung sakit tenggorokan \xf0\x9f\x98\x85. dikira sih kemarin karna paketan minumnya soda kan ya, meski lemon katanya. langsung kayak pilek dan sakit tenggorokan dr bangun tidur \xf0\x9f\x98\x81. minum es es esan jg gt terutama yg gulanya campuran, sensitif \xf0\x9f\x98\xa5'",0,1,0,0,0,0,0,0,0
467,9178,jelas ga sekarang hukum spt apa dinegeri ini? ketika dgn jelas didepan mata remaja labil bermata sipit menghina Presiden sbg simbol negara ternyata sepi pemberitaan bahkan ada indikasi dianggap kebebasan berekspresi krn dianggap lucu2an..#mikirdaaingmah',1,0,0,1,0,1,0,0,0
468,11034,USER Kacau ini era. Kacau lagi yg sdh pd tau tapi diam krna sdh kontrak jadi jongos asing aseng. #Naked',1,1,0,1,0,0,0,0,1
469,3401,Gimana menyelesaikan kasus impor alutsista brimob ini pak USER ? Kl gk mampu mending mundur ajalah pak URL,1,0,1,0,0,0,0,0,1
470,7426,"USER USER Sekolah disana hrs jd antek uncle Sam bro , kurikulum wajib. Trump slh 1 pemegang saham freeport Mcmoran inc.'",0,0,0,0,0,0,0,0,0
471,8842,"tdak cukup polisi,dan tidak cukup pengadilan utuk menegakkan hukum bila tdak didukung oleh rakyat,jokowi lah yg bkin rakyat resah,lengserkan",1,0,1,0,0,0,0,0,1
472,7534,"USER USER Diganti kotak kosong pun akan lebih baik, drpd Dilan terpilih lagi... #2019GantiPresiden",1,0,1,0,0,0,0,0,1
473,1430,Petamina Rugi ; Garuda Rugi ; PLN rugi ; KAI rugi ; Dan banyak lagi BUMN yg harusnya untung malah devisit tapi masih ada pihak yg tanpa sungkan bilang Jokowi presiden hebat. giliran anaknya bisnis pisang goreng omsetnya Triliunan mereka percaya ..dungu ;,1,1,0,1,0,0,0,0,1
474,4713,"Dah habis story time. Atok datang cerita pasal masa dia askar dulu perang dengan komunis. Pengalaman bom, tembak semua, tidur dalam hutan. Askar dulu. \xf0\x9f\x98\x83\xf0\x9f\x92\x95\n\nProud of you Atok! *Salute* \xf0\x9f\x92\x93'",0,0,0,0,0,0,0,0,0
475,12600,Aku nasihatkan tak payah la kau merantau kerja luar. kejutan budaya kau ni nanti dengan life baru. ð??ª,0,0,0,0,0,0,0,0,0
476,8112,RT USER: Nek guyon marai mateni rejekine konco kui jenenge bajingan. Wes ora lucu meneh ketemune.',0,1,0,0,0,0,0,0,0
477,596,"Ustadz Subki Al-Bughury, S. Sos.I saja mendukung Pilkada Damai di Kab. Sinjai Tanpa Hoax, Ujaran Kebencian dan Isu Sara,..KALAU ANDA...??; USER USER USER",0,0,0,0,0,0,0,0,0
478,4196,"USER Islam ya islam,ga usah pake embel2.malu tuh,emg ada kristen nusantara,hindu nusantara,budha nusantara???'",0,0,0,0,0,0,0,0,0
479,13146,USER USER kbnykn minum kencing onta bsrta sperma nya x tuh',1,1,1,0,0,0,0,0,1
480,1624,kita hanya butuh presiden Baru Yang Tegas Ganyang PKI dan anti PKI!,1,0,0,1,0,1,0,0,0
481,209,USER USER Kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0
482,6504,"Menjadi brengsek, adala bentuk pengecualian dari rasa yg terus tertindih, slmt buat yang mu yg hari ini sempro ~ semoga kaos boneknya bermanfaat \xe2\x98\xba'",0,1,0,0,0,0,0,0,0
483,993,BUBARKAN ILUNI UI,1,0,0,1,0,0,0,0,1
484,2472,"sempet putus, terus aku masih belum berani approach dan nunggu lagi. pas udah berani eh si kunyuk balikan. yaudah lah yA nunggu lagi'",0,1,0,0,0,0,0,0,0
485,3788,Ingat gak dengan demo teroris botak Myanmar arah nya mau turunkan jokowi,1,0,0,1,0,1,0,0,0
486,10332,LENGSERKAN JOKOWI DI BAWAH KEKUASAAN CHINA KOMUNIS,1,0,1,0,0,1,0,0,0
487,6220,UMAT HINDU SAMPAIKAN SELAMAT ULANG TAHUN KEPADA PRESIDENÂ SOEHARTO,0,0,0,0,0,0,0,0,0
